co1,score,co2,article_id,date
48772,7,283029,331546,2012-04-01
48772,7,283030,331546,2012-04-01
48772,7,283031,331546,2012-04-01
48772,7,283032,331546,2012-04-01
48772,7,283033,331546,2012-04-01
48772,7,283034,331546,2012-04-01
48772,6,283035,331546,2012-04-01
48772,7,283036,331546,2012-04-01
48772,7,283037,331546,2012-04-01
48772,7,283038,331546,2012-04-01
48772,7,283039,331546,2012-04-01
48772,7,283040,331546,2012-04-01
48772,7,283041,331546,2012-04-01
48772,7,283042,331546,2012-04-01
48772,7,283044,331546,2012-04-01
48772,7,283045,331546,2012-04-01
48772,7,283046,331546,2012-04-01
48772,7,283047,331546,2012-04-01
48772,7,283049,331546,2012-04-01
48772,7,283050,331546,2012-04-01
48772,7,283051,331546,2012-04-01
48772,7,283052,331546,2012-04-01
48772,7,283053,331546,2012-04-01
48772,7,283054,331546,2012-04-01
48772,7,283055,331546,2012-04-01
48772,7,283056,331546,2012-04-01
48772,6,293881,331546,2012-04-01
48772,6,293882,331546,2012-04-01
48772,5,293885,331546,2012-04-01
48772,5,297850,331546,2012-04-01
48772,5,297851,331546,2012-04-01
48772,5,297852,331546,2012-04-01
48772,4,297853,331546,2012-04-01
48772,5,297854,331546,2012-04-01
48772,5,297855,331546,2012-04-01
48772,5,297856,331546,2012-04-01
48772,5,297857,331546,2012-04-01
48772,5,297858,331546,2012-04-01
48772,4,305964,331546,2012-04-01
48772,4,305965,331546,2012-04-01
48772,4,305966,331546,2012-04-01
48772,4,305967,331546,2012-04-01
48772,4,305968,331546,2012-04-01
48772,4,278,339075,2012-05-04
48772,7,932,339075,2012-05-04
48772,7,1186,339075,2012-05-04
48772,7,1275,339075,2012-05-04
48772,7,2490,339075,2012-05-04
48772,7,2758,339075,2012-05-04
48772,7,3025,339075,2012-05-04
48772,7,5585,339075,2012-05-04
48772,7,6104,339075,2012-05-04
48772,7,7017,339075,2012-05-04
48772,7,7100,339075,2012-05-04
48772,7,7875,339075,2012-05-04
48772,4,9355,339075,2012-05-04
48772,7,10053,339075,2012-05-04
48772,7,10394,339075,2012-05-04
48772,7,12854,339075,2012-05-04
48772,7,13550,339075,2012-05-04
48772,7,14677,339075,2012-05-04
48772,7,16699,339075,2012-05-04
48772,7,16968,339075,2012-05-04
48772,7,17599,339075,2012-05-04
48772,7,17631,339075,2012-05-04
48772,4,17863,339075,2012-05-04
48772,7,18598,339075,2012-05-04
48772,7,18821,339075,2012-05-04
48772,4,18940,339075,2012-05-04
48772,7,21774,339075,2012-05-04
48772,7,21846,339075,2012-05-04
48772,7,23529,339075,2012-05-04
48772,7,23726,339075,2012-05-04
48772,7,23805,339075,2012-05-04
48772,7,24496,339075,2012-05-04
48772,7,25056,339075,2012-05-04
48772,7,25831,339075,2012-05-04
48772,7,26512,339075,2012-05-04
48772,7,26663,339075,2012-05-04
48772,7,26987,339075,2012-05-04
48772,7,29640,339075,2012-05-04
48772,7,30882,339075,2012-05-04
48772,7,33154,339075,2012-05-04
48772,7,33479,339075,2012-05-04
48772,7,35227,339075,2012-05-04
48772,7,35754,339075,2012-05-04
48772,7,36751,339075,2012-05-04
48772,7,37495,339075,2012-05-04
48772,7,37637,339075,2012-05-04
48772,7,37745,339075,2012-05-04
48772,7,38014,339075,2012-05-04
48772,5,38941,339075,2012-05-04
48772,7,40267,339075,2012-05-04
48772,7,42203,339075,2012-05-04
48772,7,42818,339075,2012-05-04
48772,7,42830,339075,2012-05-04
48772,7,43345,339075,2012-05-04
48772,7,43997,339075,2012-05-04
48772,7,43998,339075,2012-05-04
48772,10,45300,339075,2012-05-04
48772,7,48194,339075,2012-05-04
48772,7,48221,339075,2012-05-04
48772,7,48884,339075,2012-05-04
48772,7,51840,339075,2012-05-04
48772,7,51874,339075,2012-05-04
48772,7,52678,339075,2012-05-04
48772,7,53065,339075,2012-05-04
48772,7,57000,339075,2012-05-04
48772,7,58804,339075,2012-05-04
48772,7,58856,339075,2012-05-04
48772,7,61528,339075,2012-05-04
48772,7,62627,339075,2012-05-04
48772,7,64187,339075,2012-05-04
48772,7,64613,339075,2012-05-04
48772,7,68224,339075,2012-05-04
48772,7,68825,339075,2012-05-04
48772,7,68997,339075,2012-05-04
48772,7,69029,339075,2012-05-04
48772,7,69053,339075,2012-05-04
48772,7,69054,339075,2012-05-04
48772,7,76590,339075,2012-05-04
48772,7,76802,339075,2012-05-04
48772,7,78940,339075,2012-05-04
48772,7,82922,339075,2012-05-04
48772,7,83971,339075,2012-05-04
48772,7,84831,339075,2012-05-04
48772,7,85304,339075,2012-05-04
48772,7,86530,339075,2012-05-04
48772,7,87366,339075,2012-05-04
48772,7,87986,339075,2012-05-04
48772,7,89145,339075,2012-05-04
48772,7,89146,339075,2012-05-04
48772,7,90913,339075,2012-05-04
48772,7,92277,339075,2012-05-04
48772,7,92415,339075,2012-05-04
48772,7,94434,339075,2012-05-04
48772,7,95466,339075,2012-05-04
48772,7,95938,339075,2012-05-04
48772,7,96573,339075,2012-05-04
48772,7,96574,339075,2012-05-04
48772,7,96575,339075,2012-05-04
48772,7,96578,339075,2012-05-04
48772,6,96580,339075,2012-05-04
48772,7,96581,339075,2012-05-04
48772,7,96582,339075,2012-05-04
48772,7,98793,339075,2012-05-04
48772,7,99928,339075,2012-05-04
48772,7,100262,339075,2012-05-04
48772,7,101037,339075,2012-05-04
48772,7,101675,339075,2012-05-04
48772,7,102726,339075,2012-05-04
48772,7,103351,339075,2012-05-04
48772,7,107342,339075,2012-05-04
48772,7,109849,339075,2012-05-04
48772,7,111054,339075,2012-05-04
48772,7,112880,339075,2012-05-04
48772,7,112950,339075,2012-05-04
48772,7,112951,339075,2012-05-04
48772,7,118073,339075,2012-05-04
48772,7,118079,339075,2012-05-04
48772,7,118080,339075,2012-05-04
48772,7,118082,339075,2012-05-04
48772,7,118084,339075,2012-05-04
48772,7,118085,339075,2012-05-04
48772,7,118086,339075,2012-05-04
48772,7,118088,339075,2012-05-04
48772,7,118090,339075,2012-05-04
48772,7,118092,339075,2012-05-04
48772,7,118094,339075,2012-05-04
48772,7,118095,339075,2012-05-04
48772,7,118096,339075,2012-05-04
48772,7,118097,339075,2012-05-04
48772,7,118098,339075,2012-05-04
48772,7,118104,339075,2012-05-04
48772,7,118106,339075,2012-05-04
48772,7,118110,339075,2012-05-04
48772,7,118115,339075,2012-05-04
48772,6,118116,339075,2012-05-04
48772,7,118117,339075,2012-05-04
48772,7,118120,339075,2012-05-04
48772,7,118122,339075,2012-05-04
48772,5,122273,339075,2012-05-04
48772,7,122288,339075,2012-05-04
48772,5,122300,339075,2012-05-04
48772,7,122365,339075,2012-05-04
48772,7,122367,339075,2012-05-04
48772,7,122587,339075,2012-05-04
48772,7,123466,339075,2012-05-04
48772,7,123791,339075,2012-05-04
48772,7,125151,339075,2012-05-04
48772,5,126072,339075,2012-05-04
48772,7,126566,339075,2012-05-04
48772,7,127974,339075,2012-05-04
48772,7,128513,339075,2012-05-04
48772,7,129510,339075,2012-05-04
48772,7,134812,339075,2012-05-04
48772,7,135059,339075,2012-05-04
48772,4,136125,339075,2012-05-04
48772,7,136172,339075,2012-05-04
48772,6,139242,339075,2012-05-04
48772,7,140414,339075,2012-05-04
48772,4,140615,339075,2012-05-04
48772,7,141034,339075,2012-05-04
48772,7,144006,339075,2012-05-04
48772,7,145199,339075,2012-05-04
48772,5,146334,339075,2012-05-04
48772,7,152284,339075,2012-05-04
48772,7,152636,339075,2012-05-04
48772,7,154543,339075,2012-05-04
48772,7,156362,339075,2012-05-04
48772,7,158510,339075,2012-05-04
48772,7,159453,339075,2012-05-04
48772,7,166026,339075,2012-05-04
48772,6,169704,339075,2012-05-04
48772,7,172703,339075,2012-05-04
48772,7,172716,339075,2012-05-04
48772,7,175154,339075,2012-05-04
48772,7,176262,339075,2012-05-04
48772,4,179244,339075,2012-05-04
48772,7,181063,339075,2012-05-04
48772,7,182729,339075,2012-05-04
48772,7,189189,339075,2012-05-04
48772,7,198153,339075,2012-05-04
48772,4,200625,339075,2012-05-04
48772,7,203185,339075,2012-05-04
48772,7,214605,339075,2012-05-04
48772,7,217244,339075,2012-05-04
48772,7,219273,339075,2012-05-04
48772,7,222973,339075,2012-05-04
48772,7,224167,339075,2012-05-04
48772,7,230703,339075,2012-05-04
48772,7,230764,339075,2012-05-04
48772,7,232567,339075,2012-05-04
48772,7,232568,339075,2012-05-04
48772,7,232569,339075,2012-05-04
48772,7,232570,339075,2012-05-04
48772,7,233787,339075,2012-05-04
48772,7,237647,339075,2012-05-04
48772,7,240183,339075,2012-05-04
48772,7,246723,339075,2012-05-04
48772,4,247088,339075,2012-05-04
48772,4,247168,339075,2012-05-04
48772,7,262122,339075,2012-05-04
48772,7,270688,339075,2012-05-04
48772,7,271357,339075,2012-05-04
48772,7,282911,339075,2012-05-04
48772,7,282912,339075,2012-05-04
48772,7,282913,339075,2012-05-04
48772,6,282914,339075,2012-05-04
48772,6,282915,339075,2012-05-04
48772,7,282917,339075,2012-05-04
48772,6,282918,339075,2012-05-04
48772,7,282919,339075,2012-05-04
48772,7,282921,339075,2012-05-04
48772,7,282922,339075,2012-05-04
48772,7,282923,339075,2012-05-04
48772,7,282924,339075,2012-05-04
48772,7,282925,339075,2012-05-04
48772,7,282926,339075,2012-05-04
48772,7,282927,339075,2012-05-04
48772,7,282930,339075,2012-05-04
48772,7,282931,339075,2012-05-04
48772,7,282932,339075,2012-05-04
48772,5,282933,339075,2012-05-04
48772,7,282934,339075,2012-05-04
48772,7,282935,339075,2012-05-04
48772,7,282936,339075,2012-05-04
48772,7,282937,339075,2012-05-04
48772,7,282938,339075,2012-05-04
48772,7,282939,339075,2012-05-04
48772,7,282940,339075,2012-05-04
48772,7,282941,339075,2012-05-04
48772,7,282942,339075,2012-05-04
48772,7,282943,339075,2012-05-04
48772,7,282944,339075,2012-05-04
48772,7,282945,339075,2012-05-04
48772,7,282946,339075,2012-05-04
48772,7,282947,339075,2012-05-04
48772,7,282948,339075,2012-05-04
48772,7,282949,339075,2012-05-04
48772,7,282950,339075,2012-05-04
48772,7,282951,339075,2012-05-04
48772,7,282952,339075,2012-05-04
48772,7,282953,339075,2012-05-04
48772,7,282954,339075,2012-05-04
48772,7,282955,339075,2012-05-04
48772,7,282956,339075,2012-05-04
48772,7,282957,339075,2012-05-04
48772,7,282958,339075,2012-05-04
48772,7,282959,339075,2012-05-04
48772,7,282960,339075,2012-05-04
48772,7,282961,339075,2012-05-04
48772,7,282962,339075,2012-05-04
48772,7,282963,339075,2012-05-04
48772,7,282964,339075,2012-05-04
48772,7,282965,339075,2012-05-04
48772,7,282966,339075,2012-05-04
48772,7,282967,339075,2012-05-04
48772,7,282968,339075,2012-05-04
48772,7,282969,339075,2012-05-04
48772,7,282970,339075,2012-05-04
48772,7,282971,339075,2012-05-04
48772,7,282972,339075,2012-05-04
48772,7,282973,339075,2012-05-04
48772,7,282974,339075,2012-05-04
48772,7,282975,339075,2012-05-04
48772,7,282976,339075,2012-05-04
48772,7,282977,339075,2012-05-04
48772,7,282978,339075,2012-05-04
48772,7,282979,339075,2012-05-04
48772,7,282980,339075,2012-05-04
48772,7,282981,339075,2012-05-04
48772,7,282982,339075,2012-05-04
48772,7,282983,339075,2012-05-04
48772,7,282984,339075,2012-05-04
48772,7,282985,339075,2012-05-04
48772,7,282986,339075,2012-05-04
48772,7,282987,339075,2012-05-04
48772,7,282988,339075,2012-05-04
48772,7,282989,339075,2012-05-04
48772,7,282990,339075,2012-05-04
48772,7,282991,339075,2012-05-04
48772,7,282992,339075,2012-05-04
48772,7,282994,339075,2012-05-04
48772,7,282995,339075,2012-05-04
48772,7,282996,339075,2012-05-04
48772,7,282998,339075,2012-05-04
48772,7,283000,339075,2012-05-04
48772,7,283001,339075,2012-05-04
48772,7,283002,339075,2012-05-04
48772,7,283003,339075,2012-05-04
48772,7,283004,339075,2012-05-04
48772,7,283005,339075,2012-05-04
48772,7,283006,339075,2012-05-04
48772,7,283007,339075,2012-05-04
48772,7,283008,339075,2012-05-04
48772,7,283009,339075,2012-05-04
48772,7,283010,339075,2012-05-04
48772,7,283011,339075,2012-05-04
48772,7,283012,339075,2012-05-04
48772,7,283013,339075,2012-05-04
48772,7,283014,339075,2012-05-04
48772,7,283015,339075,2012-05-04
48772,7,283016,339075,2012-05-04
48772,7,283017,339075,2012-05-04
48772,7,283018,339075,2012-05-04
48772,7,283019,339075,2012-05-04
48772,7,283020,339075,2012-05-04
48772,7,283021,339075,2012-05-04
48772,7,283022,339075,2012-05-04
48772,7,283023,339075,2012-05-04
48772,7,283024,339075,2012-05-04
48772,7,283025,339075,2012-05-04
48772,7,283026,339075,2012-05-04
48772,7,283027,339075,2012-05-04
48772,7,283028,339075,2012-05-04
48772,7,283029,339075,2012-05-04
48772,7,283030,339075,2012-05-04
48772,7,283031,339075,2012-05-04
48772,7,283032,339075,2012-05-04
48772,7,283033,339075,2012-05-04
48772,7,283034,339075,2012-05-04
48772,6,283035,339075,2012-05-04
48772,7,283036,339075,2012-05-04
48772,7,283037,339075,2012-05-04
48772,7,283038,339075,2012-05-04
48772,7,283039,339075,2012-05-04
48772,7,283040,339075,2012-05-04
48772,7,283041,339075,2012-05-04
48772,7,283042,339075,2012-05-04
48772,7,283044,339075,2012-05-04
48772,7,283045,339075,2012-05-04
48772,7,283046,339075,2012-05-04
48772,7,283047,339075,2012-05-04
48772,7,283049,339075,2012-05-04
48772,7,283050,339075,2012-05-04
48772,7,283051,339075,2012-05-04
48772,7,283052,339075,2012-05-04
48772,7,283053,339075,2012-05-04
48772,7,283054,339075,2012-05-04
48772,7,283055,339075,2012-05-04
48772,7,283056,339075,2012-05-04
48772,6,293881,339075,2012-05-04
48772,6,293882,339075,2012-05-04
48772,5,293885,339075,2012-05-04
48772,5,297850,339075,2012-05-04
48772,5,297851,339075,2012-05-04
48772,5,297852,339075,2012-05-04
48772,4,297853,339075,2012-05-04
48772,5,297854,339075,2012-05-04
48772,5,297855,339075,2012-05-04
48772,5,297856,339075,2012-05-04
48772,5,297857,339075,2012-05-04
48772,5,297858,339075,2012-05-04
48772,4,305964,339075,2012-05-04
48772,4,305965,339075,2012-05-04
48772,4,305966,339075,2012-05-04
48772,4,305967,339075,2012-05-04
48772,4,305968,339075,2012-05-04
48772,4,278,342323,2012-05-18
48772,7,932,342323,2012-05-18
48772,7,1186,342323,2012-05-18
48772,7,1275,342323,2012-05-18
48772,7,2490,342323,2012-05-18
48772,7,2758,342323,2012-05-18
48772,7,3025,342323,2012-05-18
48772,7,5585,342323,2012-05-18
48772,7,6104,342323,2012-05-18
48772,7,7017,342323,2012-05-18
48772,7,7100,342323,2012-05-18
48772,7,7875,342323,2012-05-18
48772,4,9355,342323,2012-05-18
48772,7,10053,342323,2012-05-18
48772,7,10394,342323,2012-05-18
48772,7,12854,342323,2012-05-18
48772,7,13550,342323,2012-05-18
48772,7,14677,342323,2012-05-18
48772,7,16699,342323,2012-05-18
48772,7,16968,342323,2012-05-18
48772,7,17599,342323,2012-05-18
48772,7,17631,342323,2012-05-18
48772,4,17863,342323,2012-05-18
48772,7,18598,342323,2012-05-18
48772,7,18821,342323,2012-05-18
48772,4,18940,342323,2012-05-18
48772,7,21774,342323,2012-05-18
48772,7,21846,342323,2012-05-18
48772,7,23529,342323,2012-05-18
48772,7,23726,342323,2012-05-18
48772,7,23805,342323,2012-05-18
48772,7,24496,342323,2012-05-18
48772,7,25056,342323,2012-05-18
48772,7,25831,342323,2012-05-18
48772,7,26512,342323,2012-05-18
48772,7,26663,342323,2012-05-18
48772,7,26987,342323,2012-05-18
48772,7,29640,342323,2012-05-18
48772,7,30882,342323,2012-05-18
48772,7,33154,342323,2012-05-18
48772,7,33479,342323,2012-05-18
48772,7,35227,342323,2012-05-18
48772,7,35754,342323,2012-05-18
48772,7,36751,342323,2012-05-18
48772,7,37495,342323,2012-05-18
48772,7,37637,342323,2012-05-18
48772,7,37745,342323,2012-05-18
48772,7,38014,342323,2012-05-18
48772,5,38941,342323,2012-05-18
48772,7,40267,342323,2012-05-18
48772,7,42203,342323,2012-05-18
48772,7,42818,342323,2012-05-18
48772,7,42830,342323,2012-05-18
48772,7,43345,342323,2012-05-18
48772,7,43997,342323,2012-05-18
48772,7,43998,342323,2012-05-18
48772,10,45300,342323,2012-05-18
48772,7,48194,342323,2012-05-18
48772,7,48221,342323,2012-05-18
48772,7,48884,342323,2012-05-18
48772,7,51840,342323,2012-05-18
48772,7,51874,342323,2012-05-18
48772,7,52678,342323,2012-05-18
48772,7,53065,342323,2012-05-18
48772,7,57000,342323,2012-05-18
48772,7,58804,342323,2012-05-18
48772,7,58856,342323,2012-05-18
48772,7,61528,342323,2012-05-18
48772,7,62627,342323,2012-05-18
48772,7,64187,342323,2012-05-18
48772,7,64613,342323,2012-05-18
48772,7,68224,342323,2012-05-18
48772,7,68825,342323,2012-05-18
48772,7,68997,342323,2012-05-18
48772,7,69029,342323,2012-05-18
48772,7,69053,342323,2012-05-18
48772,7,69054,342323,2012-05-18
48772,7,76590,342323,2012-05-18
48772,7,76802,342323,2012-05-18
48772,7,78940,342323,2012-05-18
48772,7,82922,342323,2012-05-18
48772,7,83971,342323,2012-05-18
48772,7,84831,342323,2012-05-18
48772,7,85304,342323,2012-05-18
48772,7,86530,342323,2012-05-18
48772,7,87366,342323,2012-05-18
48772,7,87986,342323,2012-05-18
48772,7,89145,342323,2012-05-18
48772,7,89146,342323,2012-05-18
48772,7,90913,342323,2012-05-18
48772,7,92277,342323,2012-05-18
48772,7,92415,342323,2012-05-18
48772,7,94434,342323,2012-05-18
48772,7,95466,342323,2012-05-18
48772,7,95938,342323,2012-05-18
48772,7,96573,342323,2012-05-18
48772,7,96574,342323,2012-05-18
48772,7,96575,342323,2012-05-18
48772,7,96578,342323,2012-05-18
48772,6,96580,342323,2012-05-18
48772,7,96581,342323,2012-05-18
48772,7,96582,342323,2012-05-18
48772,7,98793,342323,2012-05-18
48772,7,99928,342323,2012-05-18
48772,7,100262,342323,2012-05-18
48772,7,101037,342323,2012-05-18
48772,7,101675,342323,2012-05-18
48772,7,102726,342323,2012-05-18
48772,7,103351,342323,2012-05-18
48772,7,107342,342323,2012-05-18
48772,7,109849,342323,2012-05-18
48772,7,111054,342323,2012-05-18
48772,7,112880,342323,2012-05-18
48772,7,112950,342323,2012-05-18
48772,7,112951,342323,2012-05-18
48772,7,118073,342323,2012-05-18
48772,7,118079,342323,2012-05-18
48772,7,118080,342323,2012-05-18
48772,7,118082,342323,2012-05-18
48772,7,118084,342323,2012-05-18
48772,7,118085,342323,2012-05-18
48772,7,118086,342323,2012-05-18
48772,7,118088,342323,2012-05-18
48772,7,118090,342323,2012-05-18
48772,7,118092,342323,2012-05-18
48772,7,118094,342323,2012-05-18
48772,7,118095,342323,2012-05-18
48772,7,118096,342323,2012-05-18
48772,7,118097,342323,2012-05-18
48772,7,118098,342323,2012-05-18
48772,7,118104,342323,2012-05-18
48772,7,118106,342323,2012-05-18
48772,7,118110,342323,2012-05-18
48772,7,118115,342323,2012-05-18
48772,6,118116,342323,2012-05-18
48772,7,118117,342323,2012-05-18
48772,7,118120,342323,2012-05-18
48772,7,118122,342323,2012-05-18
48772,5,122273,342323,2012-05-18
48772,7,122288,342323,2012-05-18
48772,5,122300,342323,2012-05-18
48772,7,122365,342323,2012-05-18
48772,7,122367,342323,2012-05-18
48772,7,122587,342323,2012-05-18
48772,7,123466,342323,2012-05-18
48772,7,123791,342323,2012-05-18
48772,7,125151,342323,2012-05-18
48772,5,126072,342323,2012-05-18
48772,7,126566,342323,2012-05-18
48772,7,127974,342323,2012-05-18
48772,7,128513,342323,2012-05-18
48772,7,129510,342323,2012-05-18
48772,7,134812,342323,2012-05-18
48772,7,135059,342323,2012-05-18
48772,4,136125,342323,2012-05-18
48772,7,136172,342323,2012-05-18
48772,6,139242,342323,2012-05-18
48772,7,140414,342323,2012-05-18
48772,4,140615,342323,2012-05-18
48772,7,141034,342323,2012-05-18
48772,7,144006,342323,2012-05-18
48772,7,145199,342323,2012-05-18
48772,5,146334,342323,2012-05-18
48772,7,152284,342323,2012-05-18
48772,7,152636,342323,2012-05-18
48772,7,154543,342323,2012-05-18
48772,7,156362,342323,2012-05-18
48772,7,158510,342323,2012-05-18
48772,7,159453,342323,2012-05-18
48772,7,166026,342323,2012-05-18
48772,6,169704,342323,2012-05-18
48772,7,172703,342323,2012-05-18
48772,7,172716,342323,2012-05-18
48772,7,175154,342323,2012-05-18
48772,7,176262,342323,2012-05-18
48772,4,179244,342323,2012-05-18
48772,7,181063,342323,2012-05-18
48772,7,182729,342323,2012-05-18
48772,7,189189,342323,2012-05-18
48772,7,198153,342323,2012-05-18
48772,4,200625,342323,2012-05-18
48772,7,203185,342323,2012-05-18
48772,7,214605,342323,2012-05-18
48772,7,217244,342323,2012-05-18
48772,7,219273,342323,2012-05-18
48772,7,222973,342323,2012-05-18
48772,7,224167,342323,2012-05-18
48772,7,230703,342323,2012-05-18
48772,7,230764,342323,2012-05-18
48772,7,232567,342323,2012-05-18
48772,7,232568,342323,2012-05-18
48772,7,232569,342323,2012-05-18
48772,7,232570,342323,2012-05-18
48772,7,233787,342323,2012-05-18
48772,7,237647,342323,2012-05-18
48772,7,240183,342323,2012-05-18
48772,7,246723,342323,2012-05-18
48772,4,247088,342323,2012-05-18
48772,4,247168,342323,2012-05-18
48772,7,262122,342323,2012-05-18
48772,7,270688,342323,2012-05-18
48772,7,271357,342323,2012-05-18
48772,7,282911,342323,2012-05-18
48772,7,282912,342323,2012-05-18
48772,7,282913,342323,2012-05-18
48772,6,282914,342323,2012-05-18
48772,6,282915,342323,2012-05-18
48772,7,282917,342323,2012-05-18
48772,6,282918,342323,2012-05-18
48772,7,282919,342323,2012-05-18
48772,7,282921,342323,2012-05-18
48772,7,282922,342323,2012-05-18
48772,7,282923,342323,2012-05-18
48772,7,282924,342323,2012-05-18
48772,7,282925,342323,2012-05-18
48772,7,282926,342323,2012-05-18
48772,7,282927,342323,2012-05-18
48772,7,282930,342323,2012-05-18
48772,7,282931,342323,2012-05-18
48772,7,282932,342323,2012-05-18
48772,5,282933,342323,2012-05-18
48772,7,282934,342323,2012-05-18
48772,7,282935,342323,2012-05-18
48772,7,282936,342323,2012-05-18
48772,7,282937,342323,2012-05-18
48772,7,282938,342323,2012-05-18
48772,7,282939,342323,2012-05-18
48772,7,282940,342323,2012-05-18
48772,7,282941,342323,2012-05-18
48772,7,282942,342323,2012-05-18
48772,7,282943,342323,2012-05-18
48772,7,282944,342323,2012-05-18
48772,7,282945,342323,2012-05-18
48772,7,282946,342323,2012-05-18
48772,7,282947,342323,2012-05-18
48772,7,282948,342323,2012-05-18
48772,7,282949,342323,2012-05-18
48772,7,282950,342323,2012-05-18
48772,7,282951,342323,2012-05-18
48772,7,282952,342323,2012-05-18
48772,7,282953,342323,2012-05-18
48772,7,282954,342323,2012-05-18
48772,7,282955,342323,2012-05-18
48772,7,282956,342323,2012-05-18
48772,7,282957,342323,2012-05-18
48772,7,282958,342323,2012-05-18
48772,7,282959,342323,2012-05-18
48772,7,282960,342323,2012-05-18
48772,7,282961,342323,2012-05-18
48772,7,282962,342323,2012-05-18
48772,7,282963,342323,2012-05-18
48772,7,282964,342323,2012-05-18
48772,7,282965,342323,2012-05-18
48772,7,282966,342323,2012-05-18
48772,7,282967,342323,2012-05-18
48772,7,282968,342323,2012-05-18
48772,7,282969,342323,2012-05-18
48772,7,282970,342323,2012-05-18
48772,7,282971,342323,2012-05-18
48772,7,282972,342323,2012-05-18
48772,7,282973,342323,2012-05-18
48772,7,282974,342323,2012-05-18
48772,7,282975,342323,2012-05-18
48772,7,282976,342323,2012-05-18
48772,7,282977,342323,2012-05-18
48772,7,282978,342323,2012-05-18
48772,7,282979,342323,2012-05-18
48772,7,282980,342323,2012-05-18
48772,7,282981,342323,2012-05-18
48772,7,282982,342323,2012-05-18
48772,7,282983,342323,2012-05-18
48772,7,282984,342323,2012-05-18
48772,7,282985,342323,2012-05-18
48772,7,282986,342323,2012-05-18
48772,7,282987,342323,2012-05-18
48772,7,282988,342323,2012-05-18
48772,7,282989,342323,2012-05-18
48772,7,282990,342323,2012-05-18
48772,7,282991,342323,2012-05-18
48772,7,282992,342323,2012-05-18
48772,7,282994,342323,2012-05-18
48772,7,282995,342323,2012-05-18
48772,7,282996,342323,2012-05-18
48772,7,282998,342323,2012-05-18
48772,7,283000,342323,2012-05-18
48772,7,283001,342323,2012-05-18
48772,7,283002,342323,2012-05-18
48772,7,283003,342323,2012-05-18
48772,7,283004,342323,2012-05-18
48772,7,283005,342323,2012-05-18
48772,7,283006,342323,2012-05-18
48772,7,283007,342323,2012-05-18
48772,7,283008,342323,2012-05-18
48772,7,283009,342323,2012-05-18
48772,7,283010,342323,2012-05-18
48772,7,283011,342323,2012-05-18
48772,7,283012,342323,2012-05-18
48772,7,283013,342323,2012-05-18
48772,7,283014,342323,2012-05-18
48772,7,283015,342323,2012-05-18
48772,7,283016,342323,2012-05-18
48772,7,283017,342323,2012-05-18
48772,7,283018,342323,2012-05-18
48772,7,283019,342323,2012-05-18
48772,7,283020,342323,2012-05-18
48772,7,283021,342323,2012-05-18
48772,7,283022,342323,2012-05-18
48772,7,283023,342323,2012-05-18
48772,7,283024,342323,2012-05-18
48772,7,283025,342323,2012-05-18
48772,7,283026,342323,2012-05-18
48772,7,283027,342323,2012-05-18
48772,7,283028,342323,2012-05-18
48772,7,283029,342323,2012-05-18
48772,7,283030,342323,2012-05-18
48772,7,283031,342323,2012-05-18
48772,7,283032,342323,2012-05-18
48772,7,283033,342323,2012-05-18
48772,7,283034,342323,2012-05-18
48772,6,283035,342323,2012-05-18
48772,7,283036,342323,2012-05-18
48772,7,283037,342323,2012-05-18
48772,7,283038,342323,2012-05-18
48772,7,283039,342323,2012-05-18
48772,7,283040,342323,2012-05-18
48772,7,283041,342323,2012-05-18
48772,7,283042,342323,2012-05-18
48772,7,283044,342323,2012-05-18
48772,7,283045,342323,2012-05-18
48772,7,283046,342323,2012-05-18
48772,7,283047,342323,2012-05-18
48772,7,283049,342323,2012-05-18
48772,7,283050,342323,2012-05-18
48772,7,283051,342323,2012-05-18
48772,7,283052,342323,2012-05-18
48772,7,283053,342323,2012-05-18
48772,7,283054,342323,2012-05-18
48772,7,283055,342323,2012-05-18
48772,7,283056,342323,2012-05-18
48772,6,293881,342323,2012-05-18
48772,6,293882,342323,2012-05-18
48772,5,293885,342323,2012-05-18
48772,5,297850,342323,2012-05-18
48772,5,297851,342323,2012-05-18
48772,5,297852,342323,2012-05-18
48772,4,297853,342323,2012-05-18
48772,5,297854,342323,2012-05-18
48772,5,297855,342323,2012-05-18
48772,5,297856,342323,2012-05-18
48772,5,297857,342323,2012-05-18
48772,5,297858,342323,2012-05-18
48772,4,305964,342323,2012-05-18
48772,4,305965,342323,2012-05-18
48772,4,305966,342323,2012-05-18
48772,4,305967,342323,2012-05-18
48772,4,305968,342323,2012-05-18
48772,4,278,343142,2012-05-23
48772,7,932,343142,2012-05-23
48772,7,1186,343142,2012-05-23
48772,7,1275,343142,2012-05-23
48772,7,2490,343142,2012-05-23
48772,7,2758,343142,2012-05-23
48772,7,3025,343142,2012-05-23
48772,7,5585,343142,2012-05-23
48772,7,6104,343142,2012-05-23
48772,7,7017,343142,2012-05-23
48772,7,7100,343142,2012-05-23
48772,7,7875,343142,2012-05-23
48772,4,9355,343142,2012-05-23
48772,7,10053,343142,2012-05-23
48772,7,10394,343142,2012-05-23
48772,7,12854,343142,2012-05-23
48772,7,13550,343142,2012-05-23
48772,7,14677,343142,2012-05-23
48772,7,16699,343142,2012-05-23
48772,7,16968,343142,2012-05-23
48772,7,17599,343142,2012-05-23
48772,7,17631,343142,2012-05-23
