co1,score,co2,article_id,date
2431,1,254886,256567,2011-04-20
2431,1,254887,256567,2011-04-20
2431,23,2434,256749,2011-04-20
2431,27,8279,256749,2011-04-20
2431,4,10509,256749,2011-04-20
2431,6,21957,256749,2011-04-20
2431,5,151587,256749,2011-04-20
2431,2,156728,256749,2011-04-20
2431,1,254997,256749,2011-04-20
2431,1,254998,256749,2011-04-20
2431,1,254999,256749,2011-04-20
2431,39,2432,257468,2011-04-26
2431,23,2434,257468,2011-04-26
2431,3,152218,257468,2011-04-26
2431,1,255413,257468,2011-04-26
2431,1,255414,257468,2011-04-26
2431,1,255415,257468,2011-04-26
2431,15,8202,274379,2011-07-17
2431,6,108142,274379,2011-07-17
2431,7,8278,278556,2011-08-06
2431,27,8279,278556,2011-08-06
2431,13,8282,278556,2011-08-06
2431,25,30656,278556,2011-08-06
2431,2,74590,278556,2011-08-06
2431,4,89998,278556,2011-08-06
2431,9,179241,278556,2011-08-06
2431,43,15254,282994,2011-08-30
2431,61,40501,282994,2011-08-30
2431,2,98701,282994,2011-08-30
2431,5,272714,282994,2011-08-30
2431,61,40501,283027,2011-08-30
2431,4,168741,283027,2011-08-30
2431,2,272723,283027,2011-08-30
2431,25,30656,285844,2011-09-12
2431,3,31284,285844,2011-09-12
2431,61,40501,285844,2011-09-12
2431,3,126280,285844,2011-09-12
2431,3,165226,285844,2011-09-12
2431,6,168740,285844,2011-09-12
2431,2,274818,285844,2011-09-12
2431,24,2433,286083,2011-09-13
2431,3,31284,286083,2011-09-13
2431,61,40501,286083,2011-09-13
2431,1,63937,286083,2011-09-13
2431,3,79757,286083,2011-09-13
2431,3,126280,286083,2011-09-13
2431,3,165226,286083,2011-09-13
2431,27,8279,288665,2011-09-24
2431,13,8282,288665,2011-09-24
2431,9,179241,288665,2011-09-24
2431,1,276698,288665,2011-09-24
2431,2,6451,294918,2011-10-20
2431,7,8278,294918,2011-10-20
2431,27,8279,294918,2011-10-20
2431,13,8282,294918,2011-10-20
2431,2,78716,294918,2011-10-20
2431,4,89998,294918,2011-10-20
2431,3,159263,294918,2011-10-20
2431,3,179240,294918,2011-10-20
2431,9,179241,294918,2011-10-20
2431,1,281093,294918,2011-10-20
2431,2,281094,294918,2011-10-20
2431,61,40501,295881,2011-10-25
2431,6,168740,295881,2011-10-25
2431,6,168742,295881,2011-10-25
2431,7,213780,295881,2011-10-25
2431,1,281710,295881,2011-10-25
2431,15,8202,300688,2011-11-14
2431,6,108142,300688,2011-11-14
2431,2,214909,300688,2011-11-14
2431,61,40501,301116,2011-11-14
2431,2,98701,301116,2011-11-14
2431,3,31284,301755,2011-11-18
2431,61,40501,301755,2011-11-18
2431,3,126280,301755,2011-11-18
2431,3,165226,301755,2011-11-18
2431,61,40501,303944,2011-11-28
2431,1,137523,303944,2011-11-28
2431,1,6076,315466,2012-01-21
2431,61,40501,315466,2012-01-21
2431,4,168741,315466,2012-01-21
2431,2,272723,315466,2012-01-21
2431,23,2434,320951,2012-02-15
2431,4,10509,320951,2012-02-15
2431,5,151587,320951,2012-02-15
2431,1,298667,320951,2012-02-15
2431,7,8278,325300,2012-03-05
2431,10,95779,325300,2012-03-05
2431,1,160823,325300,2012-03-05
2431,1,301708,325300,2012-03-05
2431,1,301709,325300,2012-03-05
2431,1,301710,325300,2012-03-05
2431,1,301711,325300,2012-03-05
2431,25,30656,326370,2012-03-08
2431,18,107084,326370,2012-03-08
2431,7,302363,326370,2012-03-08
2431,7,302364,326370,2012-03-08
2431,25,30656,326371,2012-03-08
2431,18,107084,326371,2012-03-08
2431,7,302363,326371,2012-03-08
2431,7,302364,326371,2012-03-08
2431,15,8202,327088,2012-03-12
2431,11,40499,327088,2012-03-12
2431,2,298672,327088,2012-03-12
2431,2,6451,328718,2012-03-20
2431,7,8278,328718,2012-03-20
2431,27,8279,328718,2012-03-20
2431,3,8281,328718,2012-03-20
2431,13,8282,328718,2012-03-20
2431,4,28622,328718,2012-03-20
2431,1,47824,328718,2012-03-20
2431,2,78716,328718,2012-03-20
2431,4,89998,328718,2012-03-20
2431,3,159263,328718,2012-03-20
2431,9,179241,328718,2012-03-20
2431,2,281094,328718,2012-03-20
2431,1,304082,328718,2012-03-20
2431,1,304083,328718,2012-03-20
2431,1,304084,328718,2012-03-20
2431,7,8278,328720,2012-03-20
2431,27,8279,328720,2012-03-20
2431,13,8282,328720,2012-03-20
2431,4,89998,328720,2012-03-20
2431,3,159263,328720,2012-03-20
2431,9,179241,328720,2012-03-20
2431,1,304086,328720,2012-03-20
2431,25,30656,328781,2012-03-20
2431,5,151587,328781,2012-03-20
2431,1,167764,328781,2012-03-20
2431,25,30656,330529,2012-03-27
2431,18,107084,330529,2012-03-27
2431,7,302363,330529,2012-03-27
2431,7,302364,330529,2012-03-27
2431,1,11420,332430,2012-04-05
2431,25,30656,332430,2012-04-05
2431,18,107084,332430,2012-04-05
2431,7,302363,332430,2012-04-05
2431,7,302364,332430,2012-04-05
2431,2,306536,332430,2012-04-05
2431,61,40501,336604,2012-04-24
2431,6,168740,336604,2012-04-24
2431,2,274818,336604,2012-04-24
2431,25,30656,338339,2012-05-01
2431,18,107084,338339,2012-05-01
2431,7,302363,338339,2012-05-01
2431,7,302364,338339,2012-05-01
2431,1,60274,339133,2012-05-04
2431,11,75980,339133,2012-05-04
2431,1,84779,339133,2012-05-04
2431,27,88823,339133,2012-05-04
2431,10,95779,339133,2012-05-04
2431,25,30656,340236,2012-05-10
2431,18,107084,340236,2012-05-10
2431,7,302363,340236,2012-05-10
2431,7,302364,340236,2012-05-10
2431,25,30656,340780,2012-05-11
2431,18,107084,340780,2012-05-11
2431,7,302363,340780,2012-05-11
2431,7,302364,340780,2012-05-11
2431,2,306536,340780,2012-05-11
2431,15,8202,346242,2012-06-05
2431,11,40499,346242,2012-06-05
2431,2,298672,346242,2012-06-05
2431,27,8279,346333,2012-06-06
2431,13,8282,346333,2012-06-06
2431,1,107281,346333,2012-06-06
2431,9,179241,346333,2012-06-06
2431,1,315547,346333,2012-06-06
2431,61,40501,348775,2012-06-16
2431,7,213780,348775,2012-06-16
2431,39,2432,491962,2007-03-27
2431,17,82853,491962,2007-03-27
2431,6,108003,491962,2007-03-27
2431,2,108004,491962,2007-03-27
2431,1,26938,517135,2006-04-30
2431,27,88823,517135,2006-04-30
2431,39,2432,738093,2006-11-29
2431,24,2433,738093,2006-11-29
2431,23,2434,738093,2006-11-29
2431,10,2435,738093,2006-11-29
2431,39,2432,739197,2007-03-26
2431,24,2433,739197,2007-03-26
2431,23,2434,739197,2007-03-26
2431,10,2435,739197,2007-03-26
2431,6,2436,739197,2007-03-26
2431,24,2433,744300,2000-01-06
2431,43,15254,744300,2000-01-06
2431,61,40501,744300,2000-01-06
2431,3,433413,744300,2000-01-06
2431,61,40501,744351,2000-01-18
2431,3,433430,744351,2000-01-18
2431,8,433431,744351,2000-01-18
2431,61,40501,744372,2000-01-21
2431,3,433430,744372,2000-01-21
2431,8,433431,744372,2000-01-21
2431,61,40501,744478,2000-02-24
2431,8,433431,744478,2000-02-24
2431,5,54258,744829,2000-05-17
2431,18,107084,744829,2000-05-17
2431,5,54258,744889,2000-05-30
2431,18,107084,744889,2000-05-30
2431,5,54258,744899,2000-05-31
2431,18,107084,744899,2000-05-31
2431,24,2433,744930,2000-06-07
2431,43,15254,744930,2000-06-07
2431,61,40501,744930,2000-06-07
2431,5,54258,744930,2000-06-07
2431,3,433413,744930,2000-06-07
2431,5,54258,744936,2000-06-07
2431,18,107084,744936,2000-06-07
2431,24,2433,745154,2000-07-31
2431,43,15254,745154,2000-07-31
2431,61,40501,745154,2000-07-31
2431,43,15254,745202,2000-08-08
2431,61,40501,745202,2000-08-08
2431,43,15254,745334,2000-09-10
2431,61,40501,745334,2000-09-10
2431,43,15254,745566,2000-11-09
2431,61,40501,745566,2000-11-09
2431,24,2433,745709,2000-12-13
2431,43,15254,745709,2000-12-13
2431,61,40501,745709,2000-12-13
2431,4,84741,745709,2000-12-13
2431,43,15254,745796,2000-12-23
2431,61,40501,745796,2000-12-23
2431,61,40501,745851,2001-01-10
2431,4,84741,745851,2001-01-10
2431,11,46905,746013,2001-02-11
2431,18,107084,746013,2001-02-11
2431,1,433909,746013,2001-02-11
2431,1,433910,746013,2001-02-11
2431,39,2432,746015,2001-02-11
2431,61,40501,746015,2001-02-11
2431,11,46905,746015,2001-02-11
2431,18,107084,746015,2001-02-11
2431,39,2432,746185,2001-03-15
2431,61,40501,746185,2001-03-15
2431,27,88823,746194,2001-03-16
2431,10,95779,746194,2001-03-16
2431,6,356236,746194,2001-03-16
2431,27,88823,746199,2001-03-17
2431,10,95779,746199,2001-03-17
2431,6,356236,746199,2001-03-17
2431,27,88823,746431,2001-05-07
2431,10,95779,746431,2001-05-07
2431,6,356236,746431,2001-05-07
2431,39,2432,746531,2001-05-24
2431,61,40501,746531,2001-05-24
2431,11,46905,746531,2001-05-24
2431,61,40501,746566,2001-06-01
2431,27,88823,748160,2002-03-22
2431,10,95779,748160,2002-03-22
2431,6,356236,748160,2002-03-22
2431,1,434429,748160,2002-03-22
2431,4,84741,748548,2002-05-28
2431,39,2432,748609,2002-06-07
2431,24,2433,748734,2002-06-24
2431,43,15254,748734,2002-06-24
2431,61,40501,748734,2002-06-24
2431,4,84741,748789,2002-07-03
2431,39,2432,749022,2002-08-11
2431,24,2433,749184,2002-09-05
2431,1,11399,749184,2002-09-05
2431,43,15254,749184,2002-09-05
2431,61,40501,749184,2002-09-05
2431,27,88823,749288,2002-09-25
2431,10,95779,749288,2002-09-25
2431,6,356236,749288,2002-09-25
2431,39,2432,749783,2002-12-10
2431,39,2432,749978,2003-01-17
2431,2,127359,751265,2003-07-27
2431,39,2432,751529,2003-09-03
2431,23,2434,751529,2003-09-03
2431,11,46905,751529,2003-09-03
2431,5,174050,751529,2003-09-03
2431,2,25525,751948,2003-11-08
2431,27,88823,751948,2003-11-08
2431,5,174050,751948,2003-11-08
2431,5,272714,751948,2003-11-08
2431,2,25525,751969,2003-11-11
2431,27,88823,751969,2003-11-11
2431,5,174050,751969,2003-11-11
2431,43,15254,752390,2004-01-11
2431,4,190464,752390,2004-01-11
2431,1,34274,752548,2004-02-03
2431,2,127359,752548,2004-02-03
2431,43,15254,752883,2004-03-21
2431,4,190464,752883,2004-03-21
2431,43,15254,753686,2004-07-14
2431,8,75979,753686,2004-07-14
2431,39,2432,753803,2004-07-27
2431,23,2434,753803,2004-07-27
2431,11,46905,753803,2004-07-27
2431,27,88823,753819,2004-07-29
2431,10,95779,753819,2004-07-29
2431,5,174050,753819,2004-07-29
2431,6,356236,753819,2004-07-29
2431,24,2433,753849,2004-08-01
2431,23,2434,753849,2004-08-01
2431,43,15254,753849,2004-08-01
2431,18,223249,753849,2004-08-01
2431,27,8279,753873,2004-08-04
2431,4,435656,753873,2004-08-04
2431,4,435657,753873,2004-08-04
2431,27,8279,753875,2004-08-04
2431,4,21955,753875,2004-08-04
2431,6,21957,753875,2004-08-04
2431,4,76294,753875,2004-08-04
2431,2,143449,753875,2004-08-04
2431,43,15254,754561,2004-11-09
2431,8,75979,754561,2004-11-09
2431,24,2433,754736,2004-12-03
2431,23,2434,754736,2004-12-03
2431,10,2435,754736,2004-12-03
2431,43,15254,754736,2004-12-03
2431,27,8279,754738,2004-12-03
2431,4,435656,754738,2004-12-03
2431,4,435657,754738,2004-12-03
2431,1,435815,754738,2004-12-03
2431,27,8279,754917,2004-12-26
2431,4,21955,754917,2004-12-26
2431,6,21957,754917,2004-12-26
2431,43,15254,755061,2005-01-24
2431,11,75980,755061,2005-01-24
2431,39,2432,755124,2005-02-01
2431,23,2434,755124,2005-02-01
2431,61,40501,755124,2005-02-01
2431,11,46905,755124,2005-02-01
2431,11,46905,755396,2005-03-09
2431,5,174050,755396,2005-03-09
2431,5,272714,755396,2005-03-09
2431,11,46905,755398,2005-03-09
2431,5,272714,755398,2005-03-09
2431,24,2433,755428,2005-03-13
2431,43,15254,755428,2005-03-13
2431,61,40501,755428,2005-03-13
2431,27,88823,756303,2005-07-04
2431,8,203040,756303,2005-07-04
2431,27,88823,756311,2005-07-04
2431,8,203040,756311,2005-07-04
2431,43,15254,756885,2005-09-13
2431,8,75979,756885,2005-09-13
2431,11,75980,756885,2005-09-13
2431,43,15254,756989,2005-09-27
2431,8,75979,756989,2005-09-27
2431,4,30655,757219,2005-10-26
2431,2,65210,757219,2005-10-26
2431,27,88823,757219,2005-10-26
2431,24,2433,757375,2005-11-11
2431,23,2434,757375,2005-11-11
2431,10,2435,757375,2005-11-11
2431,43,15254,757375,2005-11-11
2431,11,75980,757375,2005-11-11
2431,39,2432,757501,2005-11-28
2431,4,47721,757501,2005-11-28
2431,39,2432,757642,2005-12-14
2431,24,2433,757642,2005-12-14
2431,23,2434,757642,2005-12-14
2431,61,40501,757642,2005-12-14
2431,1,436442,757642,2005-12-14
2431,27,8279,758027,2006-02-01
2431,6,88822,758027,2006-02-01
2431,4,435656,758027,2006-02-01
2431,2,436525,758027,2006-02-01
2431,39,2432,758266,2006-03-03
2431,24,2433,758266,2006-03-03
2431,23,2434,758266,2006-03-03
2431,10,2435,758266,2006-03-03
2431,27,8279,758312,2006-03-08
2431,6,88822,758312,2006-03-08
2431,4,435656,758312,2006-03-08
2431,2,436525,758312,2006-03-08
2431,39,2432,758464,2006-03-23
2431,24,2433,758464,2006-03-23
2431,23,2434,758464,2006-03-23
2431,61,40501,758464,2006-03-23
2431,27,88823,758472,2006-03-24
2431,8,203040,758472,2006-03-24
2431,43,15254,758481,2006-03-26
2431,11,75980,758481,2006-03-26
2431,3,6559,758921,2006-05-19
2431,27,88823,758921,2006-05-19
2431,11,46905,759429,2006-07-26
2431,5,272714,759429,2006-07-26
2431,61,40501,759432,2006-07-26
2431,12,148407,759432,2006-07-26
2431,24,2433,759438,2006-07-26
2431,23,2434,759438,2006-07-26
2431,10,2435,759438,2006-07-26
2431,6,2436,759438,2006-07-26
2431,43,15254,759438,2006-07-26
2431,11,46905,759438,2006-07-26
2431,43,15254,759513,2006-08-04
2431,4,30655,759513,2006-08-04
2431,2,65210,759513,2006-08-04
2431,8,75979,759513,2006-08-04
2431,27,88823,759513,2006-08-04
2431,27,8279,759711,2006-08-30
2431,4,28622,759711,2006-08-30
2431,4,435657,759711,2006-08-30
2431,27,88823,759750,2006-09-04
2431,8,203040,759750,2006-09-04
2431,27,88823,759751,2006-09-04
2431,8,203040,759751,2006-09-04
2431,1,436864,759751,2006-09-04
2431,27,88823,759910,2006-09-24
2431,8,203040,759910,2006-09-24
2431,27,8279,760057,2006-10-12
2431,3,8281,760057,2006-10-12
2431,4,28622,760057,2006-10-12
2431,4,435657,760057,2006-10-12
2431,1,54260,760095,2006-10-17
2431,2,91091,760095,2006-10-17
2431,27,88823,760129,2006-10-20
2431,4,190464,760129,2006-10-20
2431,43,15254,760325,2006-11-08
2431,11,75980,760325,2006-11-08
2431,43,15254,760326,2006-11-08
2431,11,75980,760326,2006-11-08
2431,1,129402,760326,2006-11-08
2431,24,2433,760426,2006-11-18
2431,23,2434,760426,2006-11-18
2431,10,2435,760426,2006-11-18
2431,43,15254,760426,2006-11-18
2431,3,15253,760454,2006-11-22
2431,27,88823,760454,2006-11-22
2431,8,203040,760454,2006-11-22
2431,39,2432,760477,2006-11-24
2431,4,47721,760477,2006-11-24
2431,17,82853,760477,2006-11-24
2431,25,30656,760775,2007-01-05
2431,2,101847,760775,2007-01-05
2431,25,30656,761137,2007-02-14
2431,2,101847,761137,2007-02-14
2431,1,437104,761137,2007-02-14
2431,39,2432,761230,2007-02-25
2431,4,47721,761230,2007-02-25
2431,17,82853,761230,2007-02-25
2431,1,3812,761499,2007-03-24
2431,27,88823,761499,2007-03-24
2431,8,203040,761499,2007-03-24
2431,39,2432,761510,2007-03-25
2431,17,82853,761510,2007-03-25
2431,6,108003,761510,2007-03-25
2431,2,113329,761510,2007-03-25
2431,18,223249,762309,1996-11-29
2431,18,223249,762315,1996-11-30
2431,18,223249,762378,1997-01-16
2431,18,223249,762494,1997-03-19
2431,18,223249,762498,1997-03-21
2431,18,223249,762533,1997-04-09
2431,18,223249,762577,1997-05-11
2431,18,223249,762633,1997-06-10
2431,18,223249,762655,1997-06-18
2431,18,223249,762707,1997-07-15
2431,18,223249,762866,1997-10-03
2431,18,223249,762994,1997-12-02
2431,18,223249,763296,1998-04-06
2431,18,223249,763346,1998-04-27
2431,18,223249,763616,1998-07-26
2431,18,223249,763760,1998-09-19
2431,18,223249,763946,1998-11-22
2431,61,40501,764774,1999-07-29
2431,3,433430,764774,1999-07-29
2431,8,433431,764774,1999-07-29
2431,61,40501,764788,1999-07-31
2431,8,433431,764788,1999-07-31
2431,61,40501,764789,1999-07-31
2431,8,433431,764789,1999-07-31
2431,61,40501,764790,1999-07-31
2431,8,433431,764790,1999-07-31
2431,61,40501,764989,1999-10-05
2431,8,433431,764989,1999-10-05
2431,61,40501,764992,1999-10-05
2431,3,433413,764992,1999-10-05
2431,27,88823,765159,1999-11-14
2441,1,2442,856,2007-04-06
2441,3,17245,30386,2007-10-18
2441,8,59786,30386,2007-10-18
2441,4,59787,30386,2007-10-18
2441,8,59786,44092,2008-01-11
2441,3,17245,46951,2008-01-30
2441,8,59786,46951,2008-01-30
2441,4,59787,46951,2008-01-30
2441,2,17015,92994,2008-11-11
2441,4,127916,92994,2008-11-11
2441,2,17015,108303,2009-02-18
2441,4,127916,108303,2009-02-18
2441,1,36003,128059,2009-06-13
2441,1,40662,153722,2009-11-03
2441,1,42746,153722,2009-11-03
2441,1,62558,153722,2009-11-03
2441,4,127916,178174,2010-03-17
2441,4,127916,228549,2010-12-01
2441,1,268881,399200,2006-01-19
2441,3,17245,400992,2006-04-01
2441,10,1972,430215,1996-07-19
2441,5,59692,430215,1996-07-19
2441,5,381729,522390,2001-07-31
2441,5,381729,522891,2001-12-27
2441,3,40949,523645,2002-07-30
2441,3,40949,525774,2004-02-04
2441,4,59787,528567,2005-11-11
2441,8,59786,533068,1996-02-01
2441,8,59786,534636,1997-10-21
2441,8,59786,534808,1997-12-08
2441,8,59786,535705,1998-09-24
2441,1,5742,540094,2003-08-26
2441,1,5748,540094,2003-08-26
2441,1,5757,540094,2003-08-26
2441,1,5763,540094,2003-08-26
2441,1,5764,540094,2003-08-26
2441,1,5765,540094,2003-08-26
2441,1,5768,540094,2003-08-26
2441,1,5769,540094,2003-08-26
2441,1,5773,540094,2003-08-26
2441,1,8444,540094,2003-08-26
2441,1,10862,540094,2003-08-26
2441,1,22462,540094,2003-08-26
2441,1,25404,540094,2003-08-26
2441,1,29144,540094,2003-08-26
2441,1,95474,540094,2003-08-26
2441,1,103201,540094,2003-08-26
2441,1,127490,540094,2003-08-26
2441,1,127493,540094,2003-08-26
2441,1,127499,540094,2003-08-26
2441,1,127504,540094,2003-08-26
2441,1,127509,540094,2003-08-26
2441,1,127512,540094,2003-08-26
2441,1,127521,540094,2003-08-26
2441,1,138423,540094,2003-08-26
2441,1,193535,540094,2003-08-26
2441,1,196564,540094,2003-08-26
2441,1,384934,540094,2003-08-26
2441,1,386366,540094,2003-08-26
2441,1,386402,540094,2003-08-26
2441,1,386403,540094,2003-08-26
2441,1,386404,540094,2003-08-26
2441,1,386405,540094,2003-08-26
2441,1,386406,540094,2003-08-26
2441,1,386407,540094,2003-08-26
2441,1,386408,540094,2003-08-26
2441,1,386409,540094,2003-08-26
2441,1,386410,540094,2003-08-26
2441,3,40949,555369,2000-08-18
2441,1,123531,555369,2000-08-18
2441,1,149101,555369,2000-08-18
2441,1,4504,564884,2002-11-19
2441,1,5164,564884,2002-11-19
2441,1,11621,564884,2002-11-19
2441,1,12449,564884,2002-11-19
2441,1,20919,564884,2002-11-19
2441,1,25046,564884,2002-11-19
2441,1,27848,564884,2002-11-19
2441,1,28760,564884,2002-11-19
2441,1,29092,564884,2002-11-19
2441,1,29982,564884,2002-11-19
2441,1,33252,564884,2002-11-19
2441,1,35104,564884,2002-11-19
2441,1,37283,564884,2002-11-19
2441,1,45233,564884,2002-11-19
2441,1,48892,564884,2002-11-19
2441,1,51616,564884,2002-11-19
2441,1,52104,564884,2002-11-19
2441,1,52498,564884,2002-11-19
2441,1,62987,564884,2002-11-19
2441,1,78783,564884,2002-11-19
2441,1,97824,564884,2002-11-19
2441,1,98293,564884,2002-11-19
2441,1,109695,564884,2002-11-19
2441,1,112749,564884,2002-11-19
2441,1,130451,564884,2002-11-19
2441,1,132031,564884,2002-11-19
2441,1,140789,564884,2002-11-19
2441,1,163826,564884,2002-11-19
2441,1,387470,564884,2002-11-19
2441,1,392330,564884,2002-11-19
2441,7,36623,574480,2005-04-08
2441,5,59692,574480,2005-04-08
2441,1,104620,584140,1993-08-25
2441,10,1972,584286,1993-09-21
2441,3,394966,584286,1993-09-21
2441,1,395006,584462,1993-10-23
2441,10,1972,585387,1994-04-04
2441,10,1972,586139,1994-07-19
2441,1,395089,586139,1994-07-19
2441,10,1972,586543,1994-09-15
2441,3,394966,586543,1994-09-15
2441,1,395447,586543,1994-09-15
2441,1,390884,591030,1996-04-01
2441,10,1972,591997,1996-07-19
2441,8,59786,623396,2005-08-19
2441,2,8291,640417,1997-03-06
2441,2,8291,641607,1997-08-11
2441,5,381729,712635,2000-05-19
2441,5,381729,713011,2000-10-10
2441,7,36623,714267,2002-01-17
2441,7,36623,715403,2003-02-13
2441,1,420142,715403,2003-02-13
2441,10,1972,715603,2003-04-22
2441,7,36623,716097,2003-09-30
2441,7,36623,720345,1994-01-31
2441,3,420905,720345,1994-01-31
2441,7,36623,720443,1994-05-15
2441,3,420905,720443,1994-05-15
2441,7,36623,720692,1994-12-09
2441,3,420905,720692,1994-12-09
2441,10,1972,721019,1995-08-22
2441,1,386198,721019,1995-08-22
2441,5,59692,722107,1997-04-22
2441,5,59692,723920,1999-03-31
2441,5,381729,724005,1999-04-30
2441,10,1972,739295,1996-11-26
2441,3,394966,739295,1996-11-26
2441,5,59692,740164,1998-09-16
2441,10,1972,740542,1999-04-01
2441,4,59787,751499,2003-09-01
2968,29,2969,1040,2007-04-08
2968,29,2970,1040,2007-04-08
2968,29,2969,3818,2007-04-28
2968,29,2970,3818,2007-04-28
2968,1,21040,8360,2007-05-30
2968,6,26991,11165,2007-06-17
2968,14,26992,11165,2007-06-17
2968,29,2969,19400,2007-08-11
2968,29,2970,19400,2007-08-11
2968,5,14077,19400,2007-08-11
2968,29,2969,27202,2007-10-01
2968,29,2970,27202,2007-10-01
2968,29,2970,45773,2008-01-22
2968,29,2969,51027,2008-02-25
2968,29,2969,56008,2008-03-29
2968,29,2970,56008,2008-03-29
2968,5,14077,56008,2008-03-29
2968,5,28623,56008,2008-03-29
2968,5,28624,56008,2008-03-29
2968,5,28625,56008,2008-03-29
2968,5,28626,56008,2008-03-29
2968,29,2969,79887,2008-08-27
2968,29,2970,79887,2008-08-27
2968,1,3084,83499,2008-09-18
2968,9,46239,83499,2008-09-18
2968,1,46240,83499,2008-09-18
2968,29,2969,88802,2008-10-17
2968,29,2970,88802,2008-10-17
2968,29,2969,88823,2008-10-17
2968,29,2970,88823,2008-10-17
2968,5,14077,88823,2008-10-17
2968,29,2969,88824,2008-10-17
2968,29,2970,88824,2008-10-17
2968,5,14077,88824,2008-10-17
2968,5,28623,88824,2008-10-17
2968,5,28624,88824,2008-10-17
2968,5,28625,88824,2008-10-17
2968,5,28626,88824,2008-10-17
2968,6,26991,98026,2008-12-10
2968,14,26992,98026,2008-12-10
2968,29,2969,121494,2009-05-06
2968,29,2970,121494,2009-05-06
2968,5,14077,121494,2009-05-06
2968,5,28623,121494,2009-05-06
2968,5,28624,121494,2009-05-06
2968,5,28625,121494,2009-05-06
2968,5,28626,121494,2009-05-06
2968,29,2969,156280,2009-11-17
2968,29,2970,156280,2009-11-17
2968,7,10561,156280,2009-11-17
2968,29,2969,157224,2009-11-21
2968,29,2970,157224,2009-11-21
2968,29,2969,172271,2010-02-12
2968,29,2970,172271,2010-02-12
2968,29,2969,193012,2010-06-03
2968,29,2970,193012,2010-06-03
2968,29,2969,208506,2010-08-27
2968,29,2970,208506,2010-08-27
2968,29,2969,488298,2006-11-01
2968,29,2970,488298,2006-11-01
2968,7,10561,488298,2006-11-01
2968,29,2969,553530,2000-03-01
2968,29,2970,553530,2000-03-01
2968,7,10561,553530,2000-03-01
2968,1,134384,556322,2000-11-08
2968,14,26992,571526,2004-07-27
2968,1,393192,571526,2004-07-27
2968,14,26992,571527,2004-07-27
2968,14,26992,585828,1994-06-08
2968,4,36510,585828,1994-06-08
2968,14,26992,591657,1996-06-13
2968,4,36510,591657,1996-06-13
2968,14,26992,593341,1996-11-27
2968,4,36510,593341,1996-11-27
2968,6,26991,594704,1997-05-08
2968,14,26992,594704,1997-05-08
2968,6,26991,594899,1997-05-29
2968,14,26992,594899,1997-05-29
2968,1,30251,596457,1997-10-21
2968,1,57191,596457,1997-10-21
2968,1,58352,596457,1997-10-21
2968,6,26991,596800,1997-11-20
2968,14,26992,596800,1997-11-20
2968,29,2969,598094,1998-04-03
2968,29,2970,598094,1998-04-03
2968,7,10561,598094,1998-04-03
2968,14,26992,600981,1998-12-20
2968,4,36510,600981,1998-12-20
2968,1,393764,600981,1998-12-20
2968,1,397356,600981,1998-12-20
2968,29,2969,601582,1999-02-24
2968,29,2970,601582,1999-02-24
2968,7,10561,601582,1999-02-24
2968,6,26991,601930,1999-03-29
2968,14,26992,601930,1999-03-29
2968,3,21448,602374,1999-05-11
2968,14,26992,602374,1999-05-11
2968,7,398703,610204,2001-08-09
2968,7,398703,611798,2002-02-08
2968,4,399210,614121,2002-10-28
2968,4,399210,614227,2002-11-07
2968,1,113234,614294,2002-11-14
2968,2,399231,614294,2002-11-14
2968,5,16630,614747,2002-12-23
2968,1,65486,614747,2002-12-23
2968,2,9555,614867,2003-01-09
2968,5,16630,614867,2003-01-09
2968,9,46239,614867,2003-01-09
2968,9,46239,615574,2003-04-02
2968,4,399210,615586,2003-04-03
2968,7,398703,615659,2003-04-10
2968,2,9555,617321,2003-10-15
2968,5,16630,617321,2003-10-15
2968,9,46239,617321,2003-10-15
2968,7,398703,617415,2003-10-25
2968,7,398703,617453,2003-10-30
2968,9,46239,619644,2004-06-25
2968,7,10561,635873,1995-05-24
2968,1,13751,635873,1995-05-24
2968,1,104587,635873,1995-05-24
2968,3,13754,637640,1996-02-20
2968,3,13754,637882,1996-03-26
2968,3,13754,638312,1996-05-28
2968,1,124225,638312,1996-05-28
2968,1,402432,639912,1996-12-18
2968,2,399231,642000,1997-10-06
2968,3,402414,642000,1997-10-06
2968,2,402635,642000,1997-10-06
2968,7,398703,642250,1997-11-07
2968,9,46239,642429,1997-12-02
2968,4,399210,642429,1997-12-02
2968,3,402414,642609,1997-12-22
2968,2,402635,642609,1997-12-22
2968,3,402414,642983,1998-02-16
2968,9,46239,643886,1998-06-15
2968,7,398703,643886,1998-06-15
2968,5,16630,644669,1998-10-01
2968,9,46239,644669,1998-10-01
2968,3,21448,645527,1999-01-20
2968,14,26992,645527,1999-01-20
2968,3,21448,647738,1999-11-04
2968,5,16630,647890,1999-11-22
2968,9,46239,647890,1999-11-22
2968,29,2969,744525,2000-03-06
2968,29,2970,744525,2000-03-06
2968,7,10561,744525,2000-03-06
2968,29,2969,747151,2001-09-22
2968,29,2970,747151,2001-09-22
2968,29,2969,750196,2003-02-16
2968,29,2970,750196,2003-02-16
2968,29,2969,750904,2003-06-05
2968,29,2970,750904,2003-06-05
2968,29,2969,755442,2005-03-15
2968,29,2970,755442,2005-03-15
2968,2,12782,755442,2005-03-15
2968,5,28623,755442,2005-03-15
2968,5,28624,755442,2005-03-15
2968,5,28625,755442,2005-03-15
2968,5,28626,755442,2005-03-15
2968,2,29948,755442,2005-03-15
