commented_id,score,commenter_id,commented_aid,commenter_aid,date
204364,1,16764,186950,187408,2010-05-05
21902,1,16764,186950,187408,2010-05-05
21903,1,16764,186950,187408,2010-05-05
29575,1,16764,186950,187408,2010-05-05
21905,1,16764,186950,187408,2010-05-05
116217,1,16764,186950,187408,2010-05-05
204365,1,16764,186950,187408,2010-05-05
204366,1,16764,186950,187408,2010-05-05
33837,1,16764,186950,187408,2010-05-05
11248,1,16764,186950,187408,2010-05-05
15868,1,16764,186950,187408,2010-05-05
23711,1,16764,186950,187408,2010-05-05
192013,1,15786,729808,192072,2010-05-30
197197,1,16764,267687,268232,2011-06-17
21256,1,16764,267687,268232,2011-06-17
262347,1,16764,267687,268232,2011-06-17
197198,1,16764,267687,268232,2011-06-17
5896,1,16764,267687,268232,2011-06-17
197199,1,16764,267687,268232,2011-06-17
262348,1,16764,267687,268232,2011-06-17
5898,1,16764,267687,268232,2011-06-17
5900,1,16764,267687,268232,2011-06-17
19425,1,16764,267687,268232,2011-06-17
5902,1,16764,267687,268232,2011-06-17
109136,1,16764,267687,268232,2011-06-17
5904,1,16764,267687,268232,2011-06-17
197200,1,16764,267687,268232,2011-06-17
262349,1,16764,267687,268232,2011-06-17
118539,1,16764,267687,268232,2011-06-17
5905,1,16764,267687,268232,2011-06-17
197201,1,16764,267687,268232,2011-06-17
5902,1,21883,177822,303466,2011-11-26
5902,1,77495,177822,303466,2011-11-26
5902,1,50340,177822,303466,2011-11-26
16764,1,170,412590,415951,1996-11-29
16764,1,338603,412590,415951,1996-11-29
286274,1,286274,475407,475397,2005-06-14
332,1,28371,140,535278,1998-05-12
6374,1,118451,77645,582326,1992-02-24
15430,1,118451,77645,582326,1992-02-24
1689,1,118451,77645,582326,1992-02-24
126221,1,11781,152948,590712,1996-02-23
126221,1,126221,152948,590712,1996-02-23
126221,1,337617,152948,590712,1996-02-23
177101,1,126221,152948,590712,1996-02-23
18888,1,30939,648041,605554,2000-02-22
18888,1,20945,648041,605554,2000-02-22
30939,1,30939,648041,605554,2000-02-22
30939,1,20945,648041,605554,2000-02-22
20945,1,30939,648041,605554,2000-02-22
20945,1,20945,648041,605554,2000-02-22
397758,1,397874,605345,609597,2001-06-01
397759,1,397874,605345,609597,2001-06-01
45111,1,26036,37556,616335,2003-06-25
51290,1,26036,37556,616335,2003-06-25
19201,1,26036,37556,616335,2003-06-25
397874,1,398755,619176,620032,2004-08-09
22859,1,17067,623640,625933,2006-05-24
30567,1,17067,623640,625933,2006-05-24
47187,1,67549,628816,630191,1992-11-04
26036,1,10934,10692,632637,1994-01-14
19274,1,35715,640505,640550,1997-03-25
76333,1,30939,642074,641636,1997-08-15
4861,1,30939,642074,641636,1997-08-15
23974,1,397874,606199,646034,1999-03-25
94800,1,397874,606199,646034,1999-03-25
47613,1,397874,606199,646034,1999-03-25
332,1,21081,644919,647658,1999-10-27
332,1,21681,644919,647658,1999-10-27
181778,1,21081,644919,647658,1999-10-27
181778,1,21681,644919,647658,1999-10-27
59691,1,59691,723776,712333,2000-01-11
59691,1,419470,723776,712333,2000-01-11
59691,1,419471,723776,712333,2000-01-11
59691,1,108133,723776,712333,2000-01-11
108133,1,59691,723776,712333,2000-01-11
108133,1,419470,723776,712333,2000-01-11
108133,1,419471,723776,712333,2000-01-11
108133,1,108133,723776,712333,2000-01-11
42803,1,42803,714797,714839,2002-08-21
42803,1,419842,714797,714839,2002-08-21
42803,1,1241,714797,714839,2002-08-21
419842,1,42803,714797,714839,2002-08-21
419842,1,419842,714797,714839,2002-08-21
419842,1,1241,714797,714839,2002-08-21
1241,1,42803,714797,714839,2002-08-21
1241,1,419842,714797,714839,2002-08-21
1241,1,1241,714797,714839,2002-08-21
109323,1,109323,734592,735106,2005-12-19
43030,1,31398,19694,31516,2007-10-24
43031,1,31398,19694,31516,2007-10-24
57790,1,19800,213824,231088,2010-12-13
57790,1,94019,213824,231088,2010-12-13
70884,1,54014,205212,253285,2011-04-04
70884,1,60215,205212,253285,2011-04-04
130239,1,54014,205212,253285,2011-04-04
130239,1,60215,205212,253285,2011-04-04
218307,1,54014,205212,253285,2011-04-04
218307,1,60215,205212,253285,2011-04-04
168174,1,54014,205212,253285,2011-04-04
168174,1,60215,205212,253285,2011-04-04
54038,1,54014,205212,253285,2011-04-04
54038,1,60215,205212,253285,2011-04-04
246280,1,61108,243962,253811,2011-04-06
246280,1,15773,243962,253811,2011-04-06
67279,1,61108,243962,253811,2011-04-06
67279,1,15773,243962,253811,2011-04-06
70884,1,70884,205212,267950,2011-06-16
70884,1,130239,205212,267950,2011-06-16
70884,1,218307,205212,267950,2011-06-16
70884,1,168174,205212,267950,2011-06-16
70884,1,54038,205212,267950,2011-06-16
130239,1,70884,205212,267950,2011-06-16
130239,1,130239,205212,267950,2011-06-16
130239,1,218307,205212,267950,2011-06-16
130239,1,168174,205212,267950,2011-06-16
130239,1,54038,205212,267950,2011-06-16
218307,1,70884,205212,267950,2011-06-16
218307,1,130239,205212,267950,2011-06-16
218307,1,218307,205212,267950,2011-06-16
218307,1,168174,205212,267950,2011-06-16
218307,1,54038,205212,267950,2011-06-16
168174,1,70884,205212,267950,2011-06-16
168174,1,130239,205212,267950,2011-06-16
168174,1,218307,205212,267950,2011-06-16
168174,1,168174,205212,267950,2011-06-16
168174,1,54038,205212,267950,2011-06-16
54038,1,70884,205212,267950,2011-06-16
54038,1,130239,205212,267950,2011-06-16
54038,1,218307,205212,267950,2011-06-16
54038,1,168174,205212,267950,2011-06-16
54038,1,54038,205212,267950,2011-06-16
50684,1,7541,229596,310632,2011-12-27
50684,1,119595,229596,310632,2011-12-27
50684,1,7542,229596,310632,2011-12-27
50684,1,26092,229596,310632,2011-12-27
26096,1,7541,229596,310632,2011-12-27
26096,1,119595,229596,310632,2011-12-27
26096,1,7542,229596,310632,2011-12-27
26096,1,26092,229596,310632,2011-12-27
1248,1,17744,433602,433745,2000-02-08
343911,1,343911,498267,434820,2000-04-13
343911,1,5428,498267,434820,2000-04-13
343911,1,343912,498267,434820,2000-04-13
5428,1,343911,498267,434820,2000-04-13
5428,1,5428,498267,434820,2000-04-13
5428,1,343912,498267,434820,2000-04-13
343912,1,343911,498267,434820,2000-04-13
343912,1,5428,498267,434820,2000-04-13
343912,1,343912,498267,434820,2000-04-13
345640,1,115604,436113,441396,2001-04-28
345640,1,346293,436113,441396,2001-04-28
345641,1,115604,436113,441396,2001-04-28
345641,1,346293,436113,441396,2001-04-28
144384,1,36680,442615,456200,2003-04-14
39245,1,36680,442615,456200,2003-04-14
42262,1,36680,442615,456200,2003-04-14
45348,2,19431,474399,475203,2005-06-06
115604,1,131587,441654,505544,1998-09-30
115604,1,92451,441654,505544,1998-09-30
346293,1,131587,441654,505544,1998-09-30
346293,1,92451,441654,505544,1998-09-30
47442,1,20682,752148,753459,2004-06-17
36399,1,20682,752148,753459,2004-06-17
52019,1,20682,752148,753459,2004-06-17
31545,1,20682,752148,753459,2004-06-17
14194,1,20682,752148,753459,2004-06-17
2431,1,344764,762498,762854,1997-10-01
2431,1,40693,762498,762854,1997-10-01
